app_no,license_type,application_date,status,fru_interview_scheduled,drug_test,wav_course,defensive_driving,driver_exam,medical_clearance_form,other_requirements,last_update
6078786,HDR,2024-07-22T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077620,HDR,2024-07-01T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6075834,HDR,2024-06-01T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,2024-07-23T11:00:07.000
6076274,HDR,2024-06-08T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,2024-07-23T11:00:07.000
6075828,HDR,2024-06-01T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6073792,HDR,2024-05-02T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,2024-07-23T11:00:07.000
6073024,HDR,2024-04-22T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6076151,HDR,2024-06-06T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6077398,HDR,2024-06-27T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6077038,HDR,2024-06-21T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6078419,HDR,2024-07-16T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077469,HDR,2024-06-28T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6072143,HDR,2024-04-10T00:00:00.000,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6073182,HDR,2024-04-24T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,2024-07-23T11:00:07.000
6073016,HDR,2024-04-22T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6073456,HDR,2024-04-28T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077211,HDR,2024-06-25T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6072273,HDR,2024-04-11T00:00:00.000,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6072664,HDR,2024-04-17T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6078479,HDR,2024-07-17T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6074672,HDR,2024-05-15T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077158,HDR,2024-06-24T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6077534,HDR,2024-06-30T00:00:00.000,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6072416,HDR,2024-04-13T00:00:00.000,Denied,Not Applicable,Complete,Needed,Needed,Needed,Complete,Copy of DMV license needed,2024-07-23T11:00:07.000
6072504,HDR,2024-04-15T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,2024-07-23T11:00:07.000
6074936,HDR,2024-05-19T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6073472,HDR,2024-04-28T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6078272,HDR,2024-07-13T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078491,HDR,2024-07-17T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6076182,HDR,2024-06-06T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6072390,HDR,2024-04-13T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6076184,HDR,2024-06-06T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6071951,HDR,2024-04-06T00:00:00.000,Denied,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077365,HDR,2024-06-27T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6072535,HDR,2024-04-16T00:00:00.000,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,2024-07-23T11:00:07.000
6078622,HDR,2024-07-19T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6072395,HDR,2024-04-13T00:00:00.000,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6075649,HDR,2024-05-29T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6078215,HDR,2024-07-12T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078189,HDR,2024-07-12T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078650,HDR,2024-07-19T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077003,HDR,2024-06-21T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6075123,HDR,2024-05-21T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077085,HDR,2024-06-22T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6075280,HDR,2024-05-23T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6072786,HDR,2024-04-18T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6072848,HDR,2024-04-19T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6077508,HDR,2024-06-30T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6076376,HDR,2024-06-10T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078810,HDR,2024-07-23T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077413,HDR,2024-06-27T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,2024-07-23T11:00:07.000
6072316,HDR,2024-04-12T00:00:00.000,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6074826,HDR,2024-05-17T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6077243,HDR,2024-06-25T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6068439,HDR,2024-02-19T00:00:00.000,Pending Fitness Interview,04/25/2024,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6078544,HDR,2024-07-18T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6072922,HDR,2024-04-21T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6075443,HDR,2024-05-26T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6075833,HDR,2024-06-01T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078754,HDR,2024-07-22T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6075659,HDR,2024-05-29T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6077707,HDR,2024-07-03T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078535,HDR,2024-07-18T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6076716,HDR,2024-06-16T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6076879,HDR,2024-06-19T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077168,HDR,2024-06-24T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6074691,HDR,2024-05-15T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6077925,HDR,2024-07-08T00:00:00.000,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6074102,HDR,2024-05-07T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6072658,HDR,2024-04-17T00:00:00.000,Denied,Not Applicable,Complete,Complete,Needed,Complete,Complete,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,2024-07-23T11:00:07.000
6073703,HDR,2024-05-01T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,2024-07-23T11:00:07.000
6077652,HDR,2024-07-02T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6077212,HDR,2024-06-25T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6077080,HDR,2024-06-22T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6077451,HDR,2024-06-28T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6078748,HDR,2024-07-22T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6075953,HDR,2024-06-03T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6076927,HDR,2024-06-20T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6075706,HDR,2024-05-30T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6077761,HDR,2024-07-04T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Needed,Complete,Needed,Not Applicable,2024-07-23T11:00:07.000
6077070,HDR,2024-06-22T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6078004,HDR,2024-07-09T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6073951,HDR,2024-05-05T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6074025,HDR,2024-05-06T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Not Applicable,2024-07-23T11:00:07.000
6078228,HDR,2024-07-12T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6077754,HDR,2024-07-04T00:00:00.000,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6078351,HDR,2024-07-15T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6077636,HDR,2024-07-02T00:00:00.000,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6076444,HDR,2024-06-11T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6077484,HDR,2024-06-29T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6077296,HDR,2024-06-26T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6072976,HDR,2024-04-22T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6076233,HDR,2024-06-07T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6076757,HDR,2024-06-17T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6077981,HDR,2024-07-09T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6071923,HDR,2024-04-06T00:00:00.000,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6073496,HDR,2024-04-29T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6076431,HDR,2024-06-11T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6073246,HDR,2024-04-25T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6073114,HDR,2024-04-23T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,2024-07-23T11:00:07.000
6073480,HDR,2024-04-28T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,2024-07-23T11:00:07.000
6075422,HDR,2024-05-25T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077492,HDR,2024-06-29T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6074750,HDR,2024-05-16T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6076223,HDR,2024-06-07T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6077692,HDR,2024-07-02T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078679,HDR,2024-07-20T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6076165,HDR,2024-06-06T00:00:00.000,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6078081,HDR,2024-07-10T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6077958,HDR,2024-07-08T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6078271,HDR,2024-07-13T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6074857,HDR,2024-05-17T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,2024-07-23T11:00:07.000
6076264,HDR,2024-06-08T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6073139,HDR,2024-04-23T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6078656,HDR,2024-07-19T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6078124,HDR,2024-07-11T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6076343,HDR,2024-06-10T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6076222,HDR,2024-06-07T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6077706,HDR,2024-07-03T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6073785,HDR,2024-05-02T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077797,HDR,2024-07-05T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078256,HDR,2024-07-13T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078373,HDR,2024-07-15T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Copy of DMV license needed,2024-07-23T11:00:07.000
6078588,HDR,2024-07-18T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078753,HDR,2024-07-22T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6073895,HDR,2024-05-03T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6078025,HDR,2024-07-09T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6074541,HDR,2024-05-13T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,2024-07-23T11:00:07.000
6074208,HDR,2024-05-08T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,2024-07-23T11:00:07.000
6076929,HDR,2024-06-20T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6077560,HDR,2024-07-01T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6075380,HDR,2024-05-24T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6078229,HDR,2024-07-13T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6072213,HDR,2024-04-11T00:00:00.000,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,2024-07-23T11:00:07.000
6072774,HDR,2024-04-18T00:00:00.000,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,2024-07-23T11:00:07.000
6075326,HDR,2024-05-23T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6075053,HDR,2024-05-20T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6078628,HDR,2024-07-19T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6075446,HDR,2024-05-26T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6074291,HDR,2024-05-09T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6077388,HDR,2024-06-27T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,2024-07-23T11:00:07.000
6077903,HDR,2024-07-08T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6072671,HDR,2024-04-17T00:00:00.000,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6076836,HDR,2024-06-18T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078627,HDR,2024-07-19T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077242,HDR,2024-06-25T00:00:00.000,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,2024-07-23T11:00:07.000
6078428,HDR,2024-07-16T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077017,HDR,2024-06-21T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,2024-07-23T11:00:07.000
6078770,HDR,2024-07-22T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6077228,HDR,2024-06-25T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6077004,HDR,2024-06-21T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,2024-07-23T11:00:07.000
6075167,HDR,2024-05-21T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,2024-07-23T11:00:07.000
6076646,HDR,2024-06-14T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078234,HDR,2024-07-13T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,2024-07-23T11:00:07.000
6073399,HDR,2024-04-26T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6075509,HDR,2024-05-27T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6076167,HDR,2024-06-06T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,2024-07-23T11:00:07.000
6078768,HDR,2024-07-22T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6073942,HDR,2024-05-04T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6074224,HDR,2024-05-08T00:00:00.000,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,2024-07-23T11:00:07.000
6072433,HDR,2024-04-14T00:00:00.000,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6078439,HDR,2024-07-16T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6075203,HDR,2024-05-22T00:00:00.000,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6073586,HDR,2024-04-29T00:00:00.000,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
6076507,HDR,2024-06-12T00:00:00.000,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,2024-07-23T11:00:07.000
